,4298.05,4413.08,4446.01,4446.05,4614.04,4659.02,4692.01,4846.01,4953.04,4993.13,4993.15,5001.08,5024.10,5073.08,5105.01,5114.06,5134.09,5137.10,5137.11,5175.08,5184.08,5207.01,5216.04,5238.05,5247.10,5256.06,5262.09,5288.12,5297.02,5303.08,5348.10,5359.11,5359.13,5368.03,5382.06,5391.06,5430.08,5430.10,5445.07,5450.04,5453.01,5470.10,5470.12,5492.05,5509.02,5539.06,5539.08,5561.04,5561.06,5569.06,5578.02,5610.09,5616.01,5653.12,5679.05,5679.08,5687.04,5696.03,5730.08,5788.12,5847.01,5922.04,6022.04,6030.04,6039.06,6072.11,6072.16,6115.06,6115.09,6157.04,6190.03,6206.08,6215.04,6233.04,6306.01,6306.06,6364.07,6364.10,6389.09,6432.08,6432.09,6450.05,6459.04,6459.07,6492.08,6498.10,6526.01,6535.04,6541.03,6551.02,6578.01,6593.15,6611.02,6611.07,6617.09,6626.01,6650.07,6659.09,6691.11,6726.01,6740.01,6740.10,6756.05,6765.01,6779.05,6786.02,6816.07,6830.04,6854.05,6948.10,6955.05,7023.04,7175.05,7188.13,8057.02,8358.03,HB101,HB103,HB105,HB106,HB201,HB202,HB203,HB301,HB302,HB303,HB304,HB305,HB401,HB402,HB407,HB408,HB409,HB410,HB501,HB502,HB503,HB505,HB506,HB601,HB602,HB603,HB608,HB609,HB610,HB611,HB612,JC002,JC003,JC006,JC008,JC009,JC013,JC014,JC018,JC019,JC020,JC022,JC023,JC024,JC027,JC032,JC034,JC035,JC038,JC051,JC052,JC053,JC055,JC057,JC059,JC063,JC065,JC066,JC072,JC074,JC075,JC076,JC077,JC078,JC080,JC081,JC082,JC084,JC093,JC094,JC095,JC097,JC098,JC099,JC102,JC103,JC105,JC107,JC108,JC109,JC110,JC115,JC116,JC117,JC118,JC119,JC120,JC121,JC122,JC123,JC124,JC127,JC130,JC131,JC132,JC133,JC134,JC135,JC137,JC138,JC139,JC140,JC142,JC143,JC144,JC145,JC148,JC149
HB402,7.3288,6.9756,7.0935,7.2714,6.2013,7.2907,7.4678,4.7553,4.7852,4.7467,4.6167,4.1409,4.5858,4.0231,4.1047,3.8663,6.7375,4.1634,4.2604,3.979,3.6732,4.1161,3.7805,4.4707,3.9171,3.4571,5.4038,3.5613,3.2349,4.9759,6.8171,3.6953,3.6839,3.0736,4.274,3.7792,3.5139,3.5647,4.8979,7.3921,4.4502,3.1373,3.201,3.9997,3.0342,3.2601,3.2715,4.1319,4.0036,3.5255,2.987,3.3283,5.4065,3.0305,3.8252,3.9803,3.3255,2.6617,2.8138,4.3087,2.7894,2.7567,3.956,3.3174,2.6277,3.177,2.873,2.8702,2.7173,2.6344,3.0473,4.7818,4.0721,2.7691,2.9782,3.0665,4.4293,4.4829,5.3578,5.3637,5.389,3.9808,3.4264,3.4753,3.897,6.0284,4.2138,3.7343,5.9455,5.2994,3.6673,5.1834,4.0107,3.8878,6.1723,5.5521,6.5302,5.8385,6.4582,4.1637,5.6023,5.524,4.402,3.9365,5.5009,4.8571,5.3361,6.798,5.0436,5.7752,5.1267,5.5756,6.6268,7.9354,14.1567,14.9985,0.8216,0.9911,0.7196,0.8972,1.8392,2.017,2.0522,0.5227,0.7432,0.8929,0.8549,1.0165,0.2421,0.0,0.2317,0.3517,0.3382,0.4974,1.191,1.6116,1.2735,1.637,1.8207,0.7346,1.1441,1.2307,0.5254,0.8964,1.542,1.027,0.7412,2.7828,2.3726,1.9672,1.2708,1.3127,2.7078,2.2725,1.7546,1.7575,2.689,1.1181,1.8858,1.1375,1.5915,2.0084,1.0391,2.3664,2.9025,4.3813,3.3605,3.6531,2.8163,0.7308,1.1079,4.5382,2.3302,1.3683,2.9331,1.808,1.6622,2.1092,3.4581,3.4455,1.7085,1.7006,1.9296,3.5605,3.1117,2.9535,3.2839,2.4797,1.6437,2.3684,2.6291,2.0359,0.7586,4.8045,5.3654,2.2879,2.7452,2.1785,2.5282,3.2631,3.621,4.0767,3.8804,3.8437,4.205,4.4378,4.9052,4.9742,5.684,5.5352,5.7498,5.5486,5.9094,6.2626,6.2967,6.2512,6.5494,6.2231,5.0538,5.1183,6.3167,4.351,2.0782,2.1605
HB407,7.3218,6.9636,7.0734,7.2452,6.194,7.2278,7.389,4.7644,4.7681,4.7341,4.6008,4.156,4.5559,4.0164,4.0832,3.8753,6.6135,4.1146,4.2224,3.9461,3.6614,4.0589,3.7431,4.3936,3.8557,3.4329,5.2964,3.5196,3.2154,4.8737,6.6753,3.6191,3.6143,3.0398,4.1655,3.6843,3.4335,3.476,4.764,7.2304,4.3236,3.0568,3.1279,3.8785,2.9497,3.168,3.1635,4.0009,3.8675,3.3989,2.8879,3.2127,5.2471,2.9136,3.6784,3.8357,3.1894,2.5428,2.6792,4.1315,2.6246,2.5787,3.7611,3.1216,2.4258,2.9686,2.6709,2.665,2.5009,2.4206,2.8298,4.5675,3.8571,2.5416,2.7544,2.8404,4.2054,4.2582,5.1361,5.1392,5.1641,3.753,3.1964,3.2439,3.6668,5.8038,3.9843,3.5026,5.7193,5.071,3.4357,4.9532,3.779,3.6562,5.9434,5.3226,6.3023,5.6086,6.2292,3.9331,5.3709,5.2926,4.1718,3.708,5.2692,4.6255,5.1045,6.5675,4.8124,5.5439,4.899,5.3474,6.3991,7.7043,13.9342,14.7907,0.7035,0.8307,0.5696,0.7489,1.6179,1.8042,1.8531,0.3109,0.5485,0.6927,0.7393,0.9089,0.4734,0.2317,0.0,0.4858,0.2835,0.49,1.0011,1.398,1.1298,1.4487,1.6491,0.505,0.9133,1.0043,0.3303,0.7363,1.3768,0.8079,0.6062,2.8681,2.524,2.0805,1.2954,1.4928,2.8493,2.3921,1.979,1.9892,2.918,1.335,2.0895,1.2938,1.7725,2.1824,1.2704,2.5405,3.0069,4.6129,3.55,3.8844,3.0479,0.7794,1.0338,4.7641,2.5398,1.4248,3.0492,1.985,1.8631,2.3021,3.687,3.6562,1.8449,1.9095,2.0815,3.7787,3.3434,3.1846,3.5148,2.621,1.7299,2.5595,2.7402,2.2622,0.9902,5.0298,5.5919,2.5179,2.9216,2.3279,2.6162,3.4633,3.8272,4.2938,4.1018,4.0715,4.4345,4.6581,5.1366,5.1917,5.9132,5.7662,5.9689,5.7621,6.1338,6.492,6.5203,6.4709,6.7649,6.4306,5.2824,5.3434,6.5428,4.5822,2.1794,2.2648
HB408,7.6632,7.3124,7.4336,7.6137,6.5364,7.6414,7.8195,5.0832,5.1251,5.0848,4.9563,4.4663,4.9301,4.3594,4.4466,4.1953,7.0818,4.5124,4.607,4.3244,4.0119,4.4664,4.1273,4.8224,4.268,3.8003,5.7526,3.9092,3.5769,5.3256,7.1534,4.047,4.0354,3.42,4.6224,4.1298,3.8656,3.9159,5.2379,7.7151,4.7932,3.4889,3.5527,4.3445,3.3856,3.611,3.6197,4.473,4.3424,3.8682,3.3368,3.6746,5.7312,3.3763,4.1582,4.3146,3.6641,3.0066,3.1528,4.6172,3.1094,3.0644,4.2419,3.6023,2.903,3.439,3.1476,3.1391,2.9606,2.8847,3.2867,5.0279,4.3169,2.9683,3.1956,3.273,4.6429,4.6929,5.5796,5.5734,5.5972,4.1741,3.604,3.633,4.0705,6.2369,4.3943,3.8759,6.1455,5.4867,3.7972,5.3551,4.1492,4.0192,6.355,5.7298,6.7202,6.013,6.6397,4.2707,5.7538,5.6781,4.5033,4.0237,5.6342,4.9833,5.4619,6.9648,5.1592,5.8913,5.2031,5.6546,6.7,8.0454,14.1914,14.9716,1.1627,1.3125,1.0457,1.2257,1.9019,2.0421,2.0331,0.6449,0.7851,0.9298,0.732,0.8626,0.3686,0.3517,0.4858,0.0,0.6855,0.2994,1.1786,1.649,1.1609,1.6002,1.7406,0.891,1.334,1.3371,0.8161,1.2177,1.4576,1.2734,1.075,3.0589,2.5676,2.2203,1.6023,1.4756,2.9154,2.5144,1.5713,1.6601,2.6398,0.9112,1.9717,0.8081,1.744,2.1671,0.945,2.5196,3.1578,4.2796,3.4695,3.5194,2.7257,0.4102,0.8972,4.5037,2.0843,1.6807,3.174,1.964,1.7619,2.2222,3.4046,3.4897,1.3663,1.7732,2.1297,3.573,2.9938,2.8202,3.2042,2.6895,1.929,2.4824,2.8783,1.8608,0.7259,4.7726,5.324,2.1437,2.8894,2.3792,2.8032,3.3432,3.6798,4.0914,3.8755,3.7967,4.1402,4.4362,4.8093,4.9837,5.6184,5.4464,5.7507,5.5734,5.8815,6.194,6.2725,6.2477,6.5641,6.2684,4.9969,5.0874,6.2761,4.2136,2.3435,2.4216
HB409,7.0423,6.6852,6.7971,6.9707,5.9144,6.9687,7.1391,4.4821,4.4906,4.4555,4.3229,3.873,4.2821,3.7364,3.8067,3.5928,6.3994,3.848,3.9514,3.6732,3.3823,3.7962,3.4717,4.1422,3.5951,3.1569,5.0672,3.2498,2.9381,4.6402,6.4801,3.3668,3.3581,2.7667,3.9371,3.4449,3.1838,3.232,4.5601,7.0603,4.1121,2.807,2.8735,3.6616,2.7025,2.9263,2.9345,3.7939,3.6661,3.1873,2.6514,2.9904,5.0743,2.6925,3.4895,3.6441,2.9881,2.3236,2.4764,3.9862,2.4611,2.4368,3.6499,3.0135,2.3341,2.8923,2.5789,2.5809,2.4515,2.3628,2.7829,4.5059,3.7989,2.5436,2.7341,2.8317,4.1819,4.2385,5.1011,5.1173,5.1436,3.753,3.2159,3.2829,3.6875,5.7817,3.9964,3.5551,5.7062,5.0724,3.4994,4.9704,3.8328,3.7171,5.9474,5.333,6.2984,5.6214,6.2338,4.0141,5.4063,5.3258,4.2563,3.8069,5.3216,4.6864,5.1642,6.586,4.882,5.6107,5.0011,5.4458,6.4996,7.7721,14.0565,14.9558,0.4847,0.6699,0.3994,0.5702,1.7652,1.9743,2.0511,0.5392,0.7815,0.911,1.0169,1.187,0.5018,0.3382,0.2835,0.6855,0.0,0.7621,1.2244,1.5713,1.3915,1.6671,1.8846,0.6511,0.9706,1.1424,0.2928,0.5772,1.6207,0.7944,0.4111,2.5955,2.295,1.8239,1.0123,1.3089,2.61,2.1381,2.0234,1.9693,2.847,1.4129,1.9385,1.4749,1.5852,1.9811,1.2757,2.3369,2.7424,4.5693,3.3641,3.87,3.0063,1.0361,1.3168,4.669,2.6298,1.1468,2.7912,1.7895,1.7089,2.1284,3.612,3.5122,2.0467,1.7725,1.8558,3.6554,3.3201,3.1747,3.4607,2.3824,1.4608,2.3808,2.4799,2.2956,0.9798,4.9316,5.4987,2.5236,2.7191,2.098,2.345,3.2967,3.672,4.1658,3.9888,3.9892,4.3634,4.5397,5.0865,5.0633,5.8371,5.7085,5.844,5.6212,6.0291,6.4169,6.412,6.3479,6.6283,6.2741,5.2018,5.2433,6.4465,4.5674,1.9154,2.0022
HB410,7.8034,7.447,7.5592,7.7325,6.6756,7.7171,7.8753,5.2384,5.2527,5.2173,5.085,4.6265,5.0436,4.4972,4.5689,4.349,7.0767,4.6045,4.7114,4.4342,4.1439,4.5488,4.2319,4.881,4.3454,3.919,5.7716,4.0089,3.7002,5.3519,7.1216,4.1069,4.1033,3.5278,4.641,4.1667,3.9205,3.9607,5.2203,7.651,4.7868,3.544,3.6165,4.3464,3.436,3.6519,3.6406,4.461,4.3234,3.8637,3.3695,3.6854,5.6734,3.386,4.1238,4.2831,3.6469,3.015,3.1396,4.5322,3.0518,2.9855,4.1249,3.4868,2.7802,3.297,3.022,3.0069,2.8024,2.7341,3.1224,4.8631,4.1531,2.7714,3.012,3.0799,4.45,4.4969,5.3912,5.3751,5.3978,3.9669,3.3878,3.4037,3.8498,6.0367,4.1772,3.6362,5.9389,5.272,3.5514,5.1301,3.9069,3.7734,6.1357,5.508,6.5054,5.7888,6.4192,4.0122,5.5158,5.4416,4.2419,3.7572,5.3863,4.7328,5.2104,6.7344,4.9032,5.6346,4.9305,5.3826,6.425,7.7841,13.9034,14.6736,1.1881,1.2877,1.0432,1.2181,1.635,1.7605,1.7403,0.4835,0.5437,0.6745,0.4327,0.5661,0.6252,0.4974,0.49,0.2994,0.7621,0.0,0.8943,1.375,0.8616,1.3059,1.4413,0.7181,1.158,1.1027,0.7818,1.1968,1.1584,1.152,1.0864,3.2792,2.8362,2.4574,1.7569,1.7524,3.179,2.7591,1.8236,1.9447,2.9317,1.1647,2.2673,0.9327,2.0252,2.4477,1.2369,2.8026,3.3943,4.5549,3.7633,3.7839,3.0076,0.3046,0.6216,4.7963,2.287,1.8638,3.42,2.2449,2.055,2.5141,3.6944,3.7891,1.4271,2.07,2.3952,3.8716,3.266,3.087,3.4881,2.9517,2.1407,2.7744,3.1187,2.1141,1.0253,5.0655,5.6148,2.4093,3.1754,2.645,3.0243,3.6407,3.9789,4.39,4.1725,4.0874,4.4266,4.7333,5.0859,5.2817,5.9034,5.7248,6.0477,5.8723,6.1745,6.4779,6.566,6.5441,6.8623,6.5679,5.2845,5.3803,6.5666,4.475,2.572,2.6534
HB501,7.9744,7.6027,7.6852,7.8352,6.8537,7.6852,7.7812,5.4877,5.414,5.3946,5.2528,4.9036,5.1646,4.7062,4.7276,4.6115,6.8098,4.669,4.8113,4.5576,4.3439,4.5853,4.3449,4.837,4.3721,4.0843,5.5919,4.1132,3.887,5.2013,6.7777,4.0877,4.108,3.6741,4.483,4.0761,3.8925,3.9006,4.9428,7.2121,4.5513,3.5308,3.6268,4.1465,3.4137,3.5917,3.5209,4.2167,4.062,3.6599,3.2974,3.5341,5.2728,3.2444,3.8233,3.9863,3.4137,2.8891,2.9419,4.0745,2.726,2.5995,3.5862,2.9704,2.2734,2.7108,2.4945,2.4606,2.1886,2.1464,2.4783,4.1835,3.4858,2.0473,2.3172,2.3572,3.7051,3.7441,4.6491,4.6103,4.6302,3.1929,2.5998,2.5851,3.0459,5.2637,3.3788,2.794,5.1525,4.4714,2.6979,4.309,3.0581,2.9189,5.3224,4.6918,5.7002,4.9668,5.6028,3.1365,4.6689,4.5979,3.3617,2.8718,4.5235,3.8671,4.3423,5.8985,4.0292,4.7587,4.039,4.4913,5.532,6.9015,13.0128,13.8133,1.3712,1.3039,1.2075,1.3047,0.7605,0.8663,0.8639,0.6936,0.4526,0.3134,0.5043,0.5027,1.4121,1.191,1.0011,1.1786,1.2244,0.8943,0.0,0.4906,0.3491,0.4477,0.6632,0.6121,0.7242,0.4325,1.0031,1.2541,0.4205,0.921,1.269,3.7835,3.517,3.0432,2.1592,2.4933,3.8344,3.3587,2.7107,2.8371,3.8178,2.0553,3.0765,1.7393,2.7731,3.1834,2.1235,3.5415,3.9495,5.449,4.5486,4.6745,3.9012,1.0617,0.6759,5.6809,3.1277,2.3308,4.0072,2.986,2.8532,3.2986,4.5831,4.6314,2.1057,2.8896,3.0761,4.7341,4.1596,3.979,4.3811,3.6068,2.6661,3.5571,3.694,3.0008,1.8892,5.9495,6.5022,3.3013,3.9227,3.3202,3.5391,4.4541,4.8102,5.2519,5.0445,4.9749,5.3184,5.6044,5.9801,6.1475,6.7961,6.619,6.9187,6.7294,7.0581,7.3711,7.4484,7.4176,7.7261,7.4107,6.1754,6.2643,7.4543,5.3635,3.1266,3.2148
HB502,7.9884,7.6105,7.676,7.8125,6.8787,7.5898,7.6515,5.564,5.4429,5.4324,5.2872,5.0021,5.1744,4.7704,4.7641,4.7062,6.5928,4.6549,4.8143,4.5775,4.4092,4.557,4.3626,4.7606,4.3421,4.1356,5.4319,4.1307,3.9541,5.0615,6.5199,4.0377,4.071,3.7243,4.349,3.9869,3.842,3.832,4.7362,6.9025,4.3731,3.4975,3.6039,3.9948,3.3785,3.5306,3.4284,4.039,3.8774,3.5163,3.238,3.4233,4.9954,3.1475,3.621,3.7831,3.2594,2.8137,2.8231,3.7791,2.5401,2.3821,3.2523,2.6615,1.994,2.366,2.1928,2.1483,1.8423,1.8192,2.1036,3.7669,3.0814,1.6326,1.9147,1.9367,3.259,3.2939,4.2003,4.1516,4.1703,2.7356,2.1395,2.1104,2.5756,4.8003,2.9096,2.3096,4.684,3.9986,2.2103,3.8292,2.5713,2.4309,4.844,4.2132,5.2241,4.486,5.1231,2.646,4.1815,4.1112,2.8719,2.3835,4.0334,3.3768,3.8518,5.4132,3.5387,4.2683,3.5558,4.0078,5.0515,6.4126,12.5521,13.3937,1.5844,1.4468,1.4402,1.483,0.2725,0.4062,0.5077,1.0899,0.8771,0.7265,0.9948,0.9764,1.8457,1.6116,1.398,1.649,1.5713,1.375,0.4906,0.0,0.7341,0.3431,0.5906,0.9203,0.762,0.4536,1.304,1.4272,0.559,1.02,1.4987,4.0215,3.8523,3.3381,2.3984,2.8762,4.1518,3.6541,3.1969,3.3087,4.2791,2.5394,3.4868,2.229,3.1543,3.5523,2.5898,3.9078,4.2118,5.9276,4.9342,5.1588,4.3746,1.5523,1.1286,6.1385,3.6178,2.5915,4.2857,3.3605,3.2596,3.6928,5.0467,5.0541,2.5775,3.3075,3.4182,5.1719,4.6399,4.4619,4.8524,3.9271,2.9417,3.9479,3.9708,3.4872,2.3422,6.4061,6.9627,3.7843,4.29,3.6554,3.7871,4.8579,5.2247,5.6882,5.4899,5.4367,5.7864,6.0481,6.4578,6.5857,7.2654,7.0953,7.3609,7.1593,7.5133,7.8417,7.9021,7.8618,8.1608,7.8283,6.6414,6.7205,7.9148,5.8493,3.4038,3.4936
HB503,8.2759,7.9068,7.9948,8.149,7.1525,8.018,8.1205,5.7689,5.7137,5.6911,5.5509,5.1767,5.4714,4.9943,5.0261,4.8872,7.1585,4.9843,5.121,4.8624,4.6328,4.9048,4.6509,5.168,4.6925,4.3794,5.9365,4.42,4.1768,5.5435,7.1265,4.4138,4.4309,3.9712,4.8249,4.411,4.2193,4.2315,5.2913,7.5564,4.8981,3.8543,3.9473,4.4909,3.738,3.9217,3.8575,4.5637,4.4096,4.0039,3.6278,3.8737,5.6203,3.5823,4.1718,4.3349,3.7591,3.224,3.2838,4.4197,3.0744,2.9486,3.9247,3.3128,2.6188,3.0456,2.8374,2.8017,2.5218,2.4839,2.8038,4.4921,3.8005,2.3545,2.6311,2.6619,3.9926,4.0279,4.9343,4.8853,4.9038,3.4696,2.8733,2.8394,3.3065,5.5328,3.6407,3.0268,5.4146,4.7272,2.92,4.5512,3.2825,3.1381,5.5672,4.9364,5.9495,5.2062,5.8446,3.3243,4.8875,4.8197,3.5398,3.0406,4.7243,4.0668,4.5366,6.1243,4.2155,4.9392,4.1805,4.6323,5.6603,7.0643,13.0856,13.8198,1.6263,1.594,1.4587,1.5796,1.0005,1.0261,0.9337,0.8569,0.6272,0.5467,0.431,0.3119,1.462,1.2735,1.1298,1.1609,1.3915,0.8616,0.3491,0.7341,0.0,0.5094,0.5845,0.8658,1.0642,0.7816,1.2225,1.5332,0.3063,1.2403,1.5191,3.9853,3.6442,3.2099,2.3783,2.5833,3.9752,3.5218,2.5964,2.7755,3.7735,1.96,3.1244,1.566,2.8608,3.2801,2.0855,3.6376,4.1333,5.3529,4.6166,4.5591,3.8267,0.9272,0.4091,5.637,2.9488,2.5325,4.1785,3.0787,2.9089,3.3651,4.5298,4.6505,1.8582,2.9289,3.2011,4.7295,4.0619,3.872,4.3098,3.7468,2.8522,3.6254,3.8688,2.8826,1.8865,5.9068,6.4501,3.198,4.0148,3.4493,3.7358,4.5001,4.8403,5.2477,5.0258,4.9243,5.2523,5.5867,5.8857,6.1375,6.7233,6.5276,6.9003,6.731,7.0157,7.294,7.4084,7.3949,7.7183,7.4289,6.1118,6.2214,7.4005,5.2391,3.306,3.3923
HB505,8.2832,7.9073,7.9785,8.1194,7.169,7.9157,7.9842,5.8331,5.7307,5.7168,5.5728,5.2608,5.4689,5.0436,5.0483,4.9662,6.9353,4.9568,5.1107,4.8676,4.6815,4.8632,4.6532,5.0805,4.6486,4.4131,5.7686,4.4211,4.2249,5.3949,6.8628,4.3497,4.3792,4.0015,4.6809,4.309,4.1538,4.1488,5.0776,7.241,4.7117,3.8036,3.907,4.3294,3.6849,3.8448,3.7505,4.3773,4.2165,3.849,3.5511,3.7495,5.3377,3.4701,3.9617,4.1239,3.5937,3.1301,3.1499,4.1204,2.8778,2.723,3.5887,3.0022,2.337,2.7019,2.5348,2.4893,2.1793,2.1592,2.4327,4.0725,3.3953,1.9482,2.2342,2.2466,3.5432,3.5741,4.4794,4.4197,4.4367,3.0099,2.4136,2.3624,2.8324,5.0607,3.1665,2.535,4.9369,4.2456,2.4232,4.0613,2.7858,2.6395,5.0775,4.4472,5.4621,4.7139,5.353,2.8168,4.3864,4.3199,3.031,2.5313,4.2184,3.561,4.0295,5.625,3.7073,4.4303,3.6729,4.1248,5.1555,6.5551,12.6015,13.3757,1.7713,1.6696,1.6139,1.688,0.5536,0.5218,0.4358,1.1405,0.9003,0.7586,0.8819,0.8075,1.8542,1.637,1.4487,1.6002,1.6671,1.3059,0.4477,0.3431,0.5094,0.0,0.2677,1.0358,1.0123,0.6795,1.4321,1.6342,0.2455,1.2543,1.6749,4.203,3.9616,3.4792,2.5753,2.941,4.2762,3.7952,3.0911,3.2476,4.2375,2.4459,3.5214,2.0731,3.2207,3.631,2.5428,3.989,4.3773,5.8434,4.9959,5.0561,4.3067,1.4212,0.9175,6.1021,3.4577,2.7551,4.4399,3.4337,3.2988,3.7456,4.9995,5.0721,2.3604,3.3329,3.5213,5.1688,4.5523,4.3657,4.7887,4.0489,3.096,4.0042,4.1259,3.3791,2.3204,6.3713,6.9202,3.6896,4.3703,3.7647,3.9617,4.8994,5.2532,5.687,5.475,5.3928,5.7292,6.0354,6.3757,6.5812,7.2041,7.0166,7.35,7.1666,7.4804,7.777,7.8718,7.8475,8.1609,7.8521,6.5878,6.6861,7.8718,5.7392,3.5578,3.6467
HB506,8.551,8.175,8.2461,8.3865,7.4366,8.1778,8.2419,6.0986,5.9982,5.9842,5.8402,5.5246,5.7366,5.3099,5.3156,5.2304,7.1762,5.2243,5.3784,5.1353,4.9477,5.1304,4.9209,5.3449,4.9157,4.68,6.0223,4.6888,4.4909,5.652,7.0923,4.616,4.6461,4.2683,4.9392,4.5726,4.4201,4.414,5.3226,7.4513,4.9628,4.0707,4.1744,4.5854,3.952,4.1106,4.014,4.6289,4.4669,4.1067,3.8171,4.0113,5.5625,3.7333,4.209,4.3707,3.85,3.3953,3.4113,4.3414,3.1303,2.97,3.7964,3.2227,2.5708,2.9099,2.7604,2.7117,2.3916,2.3791,2.6289,4.2291,3.5651,2.1275,2.4168,2.4165,3.6755,3.7017,4.603,4.5311,4.5464,3.1339,2.5416,2.4685,2.9391,5.1622,3.2712,2.614,5.0307,4.3354,2.492,4.1369,2.8522,2.7022,5.1512,4.5234,5.5395,4.7831,5.4225,2.8443,4.435,4.3722,3.0464,2.5423,4.2494,3.5945,4.0549,5.6765,3.7263,4.44,3.6486,4.0982,5.1144,6.5426,12.5093,13.2355,2.0214,1.9293,1.861,1.9435,0.7469,0.6232,0.4257,1.3485,1.1051,0.9749,1.0086,0.8955,2.025,1.8207,1.6491,1.7406,1.8846,1.4413,0.6632,0.5906,0.5845,0.2677,0.0,1.2722,1.2788,0.9458,1.6656,1.8905,0.2832,1.5179,1.9224,4.4447,4.1723,3.7058,2.8186,3.1328,4.4934,4.021,3.1702,3.3592,4.3579,2.5405,3.6934,2.122,3.412,3.8271,2.6698,4.1854,4.6125,5.928,5.1792,5.1283,4.408,1.5067,0.955,6.2212,3.4887,2.993,4.6702,3.6277,3.4747,3.9271,5.1134,5.2291,2.346,3.5005,3.7303,5.3123,4.6378,4.4453,4.8914,4.2654,3.3293,4.187,4.3571,3.4543,2.4664,6.491,7.0335,3.7736,4.5651,3.9759,4.2011,5.0711,5.4164,5.8306,5.6099,5.5081,5.8342,6.1708,6.4609,6.7211,7.3035,7.1034,7.4846,7.3134,7.5998,7.8732,7.9926,7.9793,8.3019,8.0086,6.6938,6.8056,7.9836,5.8038,3.7897,3.878
HB601,7.4139,7.0462,7.138,7.2959,6.2896,7.1971,7.3212,4.9031,4.8515,4.8276,4.688,4.3119,4.6135,4.1289,4.1636,4.0219,6.4404,4.135,4.2657,4.0035,3.7675,4.0611,3.7931,4.3466,3.8506,3.5158,5.1702,3.563,3.3119,4.763,6.4569,3.583,3.5937,3.1087,4.0457,3.6031,3.3904,3.4124,4.5753,6.9589,4.1571,3.0199,3.1072,3.7301,2.9056,3.1015,3.0582,3.8262,3.681,3.2428,2.8101,3.0876,4.9885,2.7905,3.4656,3.627,3.0118,2.4236,2.5154,3.8307,2.3776,2.2934,3.41,2.7729,2.0652,2.5789,2.3059,2.2896,2.0859,2.0164,2.4078,4.1495,3.4389,2.0773,2.307,2.3823,3.7526,3.8022,4.6904,4.6825,4.7063,3.2836,2.7164,2.7533,3.1845,5.346,3.5063,3.0059,5.2547,4.5975,2.9356,4.4704,3.2815,3.1565,5.4671,4.8431,5.8307,5.1275,5.7522,3.4292,4.8788,4.8015,3.6674,3.203,4.7709,4.1252,4.6042,6.0825,4.31,5.0418,4.3942,4.8425,5.8944,7.2015,13.4332,14.309,0.7649,0.7343,0.5988,0.7139,1.1221,1.3239,1.4032,0.2465,0.2718,0.3203,0.639,0.7819,0.9767,0.7346,0.505,0.891,0.6511,0.7181,0.6121,0.9203,0.8658,1.0358,1.2722,0.0,0.4449,0.5021,0.3964,0.6685,1.0302,0.4555,0.66,3.1726,2.9394,2.4443,1.5473,1.9571,3.2467,2.7605,2.4518,2.4881,3.4229,1.7959,2.5756,1.6475,2.2347,2.6322,1.7665,2.9879,3.3423,5.114,4.0143,4.3779,3.5496,1.0076,0.9654,5.2684,2.9738,1.7212,3.4041,2.4403,2.347,2.775,4.1919,4.1472,2.1401,2.4014,2.5025,4.2772,3.8405,3.6776,4.0182,3.0203,2.0604,3.0291,3.0901,2.739,1.4922,5.5338,6.0964,3.0067,3.3701,2.7423,2.9291,3.9419,4.3127,4.7912,4.6032,4.5765,4.9393,5.1583,5.6388,5.6892,6.4181,6.2694,6.4677,6.2551,6.637,6.9968,7.023,6.9703,7.2598,6.9161,5.7873,5.8472,7.0471,5.075,2.5221,2.6109
