,4298.05,4413.08,4446.01,4446.05,4614.04,4659.02,4692.01,4846.01,4953.04,4993.13,4993.15,5001.08,5024.10,5073.08,5105.01,5114.06,5134.09,5137.10,5137.11,5175.08,5184.08,5207.01,5216.04,5238.05,5247.10,5256.06,5262.09,5288.12,5297.02,5303.08,5348.10,5359.11,5359.13,5368.03,5382.06,5391.06,5430.08,5430.10,5445.07,5450.04,5453.01,5470.10,5470.12,5492.05,5509.02,5539.06,5539.08,5561.04,5561.06,5569.06,5578.02,5610.09,5616.01,5653.12,5679.05,5679.08,5687.04,5696.03,5730.08,5788.12,5847.01,5922.04,6022.04,6030.04,6039.06,6072.11,6072.16,6115.06,6115.09,6157.04,6190.03,6206.08,6215.04,6233.04,6306.01,6306.06,6364.07,6364.10,6389.09,6432.08,6432.09,6450.05,6459.04,6459.07,6492.08,6498.10,6526.01,6535.04,6541.03,6551.02,6578.01,6593.15,6611.02,6611.07,6617.09,6626.01,6650.07,6659.09,6691.11,6726.01,6740.01,6740.10,6756.05,6765.01,6779.05,6786.02,6816.07,6830.04,6854.05,6948.10,6955.05,7023.04,7175.05,7188.13,8057.02,8358.03,HB101,HB103,HB105,HB106,HB201,HB202,HB203,HB301,HB302,HB303,HB304,HB305,HB401,HB402,HB407,HB408,HB409,HB410,HB501,HB502,HB503,HB505,HB506,HB601,HB602,HB603,HB608,HB609,HB610,HB611,HB612,JC002,JC003,JC006,JC008,JC009,JC013,JC014,JC018,JC019,JC020,JC022,JC023,JC024,JC027,JC032,JC034,JC035,JC038,JC051,JC052,JC053,JC055,JC057,JC059,JC063,JC065,JC066,JC072,JC074,JC075,JC076,JC077,JC078,JC080,JC081,JC082,JC084,JC093,JC094,JC095,JC097,JC098,JC099,JC102,JC103,JC105,JC107,JC108,JC109,JC110,JC115,JC116,JC117,JC118,JC119,JC120,JC121,JC122,JC123,JC124,JC127,JC130,JC131,JC132,JC133,JC134,JC135,JC137,JC138,JC139,JC140,JC142,JC143,JC144,JC145,JC148,JC149
HB602,7.277,6.9026,6.9788,7.1246,6.1604,6.9615,7.0574,4.821,4.7214,4.7062,4.5626,4.2512,4.4635,4.0313,4.0378,3.9561,6.1065,3.9588,4.1071,3.8599,3.6692,3.8709,3.6459,4.1141,3.657,3.4012,4.8729,3.4138,3.2126,4.4793,6.0949,3.3679,3.3909,2.9896,3.7607,3.352,3.1724,3.1779,4.2385,6.5664,3.838,2.8137,2.9125,3.4274,2.6959,2.8697,2.7967,3.5041,3.352,2.9401,2.5752,2.8103,4.6072,2.5202,3.1208,3.2836,2.6967,2.1651,2.2196,3.4304,2.0235,1.9148,2.9872,2.3538,1.6452,2.1437,1.8819,1.8611,1.6446,1.5783,1.9645,3.7058,2.9955,1.6357,1.8623,1.9392,3.309,3.3591,4.246,4.2398,4.2638,2.8447,2.2837,2.3318,2.7537,4.9036,3.0723,2.5947,4.8143,4.161,2.5335,4.0402,2.8719,2.7525,5.0323,4.4103,5.3933,4.696,5.3178,3.0439,4.4588,4.3801,3.2859,2.8375,4.3621,3.7224,4.2008,5.6543,3.9147,4.6446,4.0318,4.4758,5.5296,6.806,13.0918,14.0255,0.8474,0.6872,0.7243,0.7328,0.8676,1.1151,1.2678,0.6912,0.6483,0.5909,0.995,1.099,1.3834,1.1441,0.9133,1.334,0.9706,1.158,0.7242,0.762,1.0642,1.0123,1.2788,0.4449,0.0,0.333,0.6778,0.6767,1.109,0.2602,0.7765,3.2704,3.1614,2.6188,1.657,2.2581,3.4433,2.9327,2.8862,2.9,3.8101,2.2338,2.9017,2.0899,2.5275,2.902,2.1832,3.25,3.4693,5.5196,4.2929,4.7972,3.9542,1.4384,1.2923,5.639,3.4179,1.8587,3.5509,2.7205,2.6717,3.0766,4.5771,4.4743,2.5698,2.7408,2.7386,4.6243,4.2548,4.0976,4.4165,3.2223,2.2137,3.323,3.2365,3.1715,1.8996,5.9019,6.4687,3.4311,3.6298,2.9663,3.0402,4.245,4.6275,5.1333,4.9591,4.9567,5.3275,5.5091,6.041,6.0301,6.8035,6.6673,6.8116,6.5826,6.9996,7.383,7.3823,7.3158,7.5913,7.2249,6.1692,6.2138,7.4168,5.4951,2.6728,2.7629
HB603,7.6086,7.2338,7.3086,7.4528,6.4927,7.2765,7.3632,5.1536,5.0538,5.039,4.8953,4.5824,4.7948,4.3642,4.3705,4.2876,6.3781,4.2877,4.4379,4.1919,4.0021,4.1979,3.9778,4.4322,3.9837,3.7342,5.1667,3.7456,3.5454,4.7798,6.3455,3.6911,3.7164,3.3226,4.0622,3.6663,3.4954,3.4971,4.5115,6.7854,4.1227,3.1395,3.24,3.7217,3.0213,3.1902,3.1092,3.788,3.6324,3.2361,2.8958,3.1174,4.8422,2.8309,3.3919,3.5549,2.9876,2.481,2.522,3.647,2.2951,2.167,3.1689,2.5476,1.8467,2.3005,2.0716,2.0407,1.7826,1.7332,2.0838,3.8086,3.1042,1.6868,1.9428,1.9976,3.3625,3.4065,4.3062,4.2818,4.3036,2.8692,2.2865,2.3015,2.7473,4.9413,3.0754,2.5393,4.84,4.1703,2.4603,4.0275,2.8121,2.6822,5.0332,4.4053,5.4036,4.6862,5.3166,2.941,4.4179,4.3428,3.1769,2.7069,4.2974,3.6474,4.1262,5.6331,3.8264,4.5586,3.8962,4.3453,5.3962,6.7158,12.9312,13.8134,1.1311,1.0016,0.9869,1.0321,0.6228,0.8407,0.96,0.7147,0.5594,0.4359,0.8251,0.8865,1.4717,1.2307,1.0043,1.3371,1.1424,1.1027,0.4325,0.4536,0.7816,0.6795,0.9458,0.5021,0.333,0.0,0.8638,0.9766,0.7844,0.5787,1.0452,3.5689,3.4068,2.8863,1.945,2.4513,3.7024,3.2021,2.9083,2.973,3.9193,2.2477,3.0758,2.021,2.7272,3.1183,2.25,3.4719,3.7582,5.5999,4.5049,4.8524,4.0376,1.3432,1.0753,5.7682,3.3895,2.138,3.8324,2.9295,2.8468,3.2707,4.6884,4.6482,2.4492,2.903,2.9752,4.7794,4.3207,4.1524,4.5094,3.4783,2.4886,3.5231,3.5175,3.1978,1.9837,6.0341,6.5958,3.4777,3.8538,3.2102,3.3338,4.4388,4.812,5.2933,5.105,5.0743,5.4343,5.6604,6.1266,6.1913,6.9136,6.7595,6.9698,6.7565,7.138,7.492,7.5243,7.4724,7.7616,7.415,6.2842,6.3477,7.5469,5.548,2.9506,3.0404
HB608,7.1003,6.7371,6.8383,7.0037,5.9734,6.9526,7.101,4.5656,4.54,4.511,4.3743,3.9662,4.3151,3.8021,3.8526,3.6796,6.2971,3.8565,3.9745,3.7041,3.443,3.7932,3.4973,4.11,3.5866,3.202,4.9899,3.2702,2.9909,4.5709,6.3511,3.3379,3.3388,2.8009,3.8594,3.3883,3.1494,3.1851,4.4436,6.901,4.007,2.7738,2.8511,3.5652,2.6639,2.8754,2.8595,3.6823,3.5467,3.0831,2.591,2.9036,4.9182,2.6042,3.3534,3.5114,2.8692,2.2333,2.3604,3.8013,2.2952,2.2484,3.4349,2.7957,2.1032,2.6516,2.3485,2.345,2.1943,2.1101,2.5249,4.2573,3.5479,2.2644,2.4635,2.5566,3.9139,3.9689,4.8387,4.849,4.8748,3.4756,2.9321,2.9947,3.4037,5.5137,3.7152,3.2648,5.4345,4.7951,3.2078,4.6882,3.5424,3.4258,5.6696,5.0529,6.0234,5.3407,5.9558,3.7214,5.1197,5.0396,3.9636,3.5144,5.0317,4.3953,4.8733,6.3038,4.5901,5.3191,4.7086,5.1532,6.2069,7.4806,13.7654,14.6745,0.4273,0.5077,0.2672,0.437,1.4846,1.7024,1.7955,0.3853,0.5954,0.6972,0.9065,1.072,0.7446,0.5254,0.3303,0.8161,0.2928,0.7818,1.0031,1.304,1.2225,1.4321,1.6656,0.3964,0.6778,0.8638,0.0,0.4155,1.4164,0.5126,0.3188,2.781,2.5486,2.048,1.1602,1.5926,2.8524,2.3642,2.2743,2.2464,3.137,1.6432,2.2285,1.624,1.8665,2.2546,1.5413,2.6081,2.9471,4.855,3.6421,4.1475,3.2908,1.0838,1.231,4.9615,2.8555,1.3277,3.0079,2.0666,1.9986,2.4126,3.9028,3.802,2.172,2.0644,2.1141,3.9476,3.6,3.4503,3.7482,2.6265,1.6645,2.663,2.694,2.5525,1.2491,5.2243,5.7913,2.7927,2.99,2.3517,2.536,3.5816,3.9595,4.4576,4.2815,4.2809,4.6539,4.8321,5.3737,5.3548,6.1285,5.9973,6.1359,5.9109,6.3219,6.7081,6.7047,6.6398,6.9186,6.5603,5.4935,5.536,6.7392,4.8454,2.126,2.2147
HB609,6.7456,6.3783,6.4715,6.6313,5.6211,6.5542,6.6945,4.2377,4.1831,4.159,4.0195,3.6502,3.9469,3.4611,3.4952,3.3588,5.8817,3.4739,3.6006,3.3365,3.0996,3.4044,3.1267,3.7075,3.1956,2.8473,4.5756,2.8973,2.6437,4.1579,5.939,2.938,2.9431,2.4403,3.4455,2.9789,2.7477,2.7789,4.0291,6.4987,3.5916,2.3736,2.4554,3.1497,2.2618,2.4684,2.4465,3.2673,3.1324,2.6677,2.1818,2.489,4.5141,2.1896,2.9421,3.0993,2.4546,1.8187,1.9453,3.4127,1.894,1.8615,3.0732,2.4374,1.7636,2.3266,2.0076,2.0126,1.9046,1.8106,2.2355,3.944,3.2402,2.0448,2.2096,2.3177,3.6461,3.7057,4.5545,4.5803,4.6078,3.2407,2.729,2.8197,3.198,5.2433,3.4953,3.1072,5.1753,4.5561,3.0682,4.4705,3.3841,3.2796,5.4314,4.8248,5.7744,5.1148,5.7178,3.6036,4.9254,4.8425,3.8493,3.428,4.862,4.2415,4.715,6.0829,4.4482,5.1694,4.6171,5.0533,6.1056,7.3259,13.6865,14.6686,0.1868,0.095,0.178,0.0561,1.5437,1.7916,1.9349,0.769,0.9291,0.9865,1.2787,1.4353,1.0789,0.8964,0.7363,1.2177,0.5772,1.1968,1.2541,1.4272,1.5332,1.6342,1.8905,0.6685,0.6767,0.9766,0.4155,0.0,1.6737,0.4186,0.1772,2.5955,2.5073,1.9496,0.9807,1.6804,2.7776,2.2617,2.5935,2.5106,3.3368,1.9899,2.3396,2.0245,1.934,2.2811,1.838,2.6195,2.7926,5.0763,3.6681,4.4036,3.5226,1.4992,1.6083,5.1178,3.2068,1.1851,2.8749,2.111,2.1124,2.483,4.0914,3.8963,2.5811,2.2002,2.0954,4.0715,3.8493,3.7142,3.9626,2.5593,1.5412,2.7187,2.5607,2.8612,1.5411,5.3751,5.9467,3.0756,2.9948,2.3144,2.3639,3.6422,4.0345,4.5705,4.4172,4.4576,4.8428,4.9566,5.5855,5.4617,6.3055,6.198,6.2448,5.9959,6.4595,6.8848,6.8359,6.7497,7.0069,6.6173,5.6667,5.683,6.8873,5.0987,1.9984,2.0884
HB610,8.3815,8.0084,8.0869,8.2335,7.2627,8.0597,8.1415,5.9041,5.823,5.8052,5.6628,5.322,5.5695,5.1206,5.1375,5.0295,7.1238,5.0676,5.2142,4.9641,4.7583,4.9799,4.7507,5.2165,4.7659,4.4963,5.9366,4.5187,4.3012,5.5552,7.0648,4.475,4.4995,4.0854,4.8387,4.4498,4.2794,4.2814,5.2616,7.4589,4.8855,3.9223,4.0215,4.4935,3.8044,3.9745,3.8922,4.5507,4.3921,4.0098,3.6801,3.8981,5.5449,3.6133,4.1431,4.3058,3.7579,3.265,3.3009,4.3318,3.0521,2.9073,3.8103,3.2156,2.5396,2.9245,2.7447,2.7022,2.4005,2.375,2.6623,4.3137,3.6336,2.1852,2.4697,2.486,3.788,3.8192,4.7247,4.6652,4.6823,3.2553,2.6589,2.6076,3.0777,5.306,3.4118,2.7778,5.1818,4.4901,2.6644,4.3042,3.0268,2.8798,5.3203,4.6903,5.7055,4.956,5.5953,3.0487,4.6246,4.5588,3.2593,2.7576,4.4521,3.7951,4.2616,5.8641,3.9372,4.6575,3.8865,4.3377,5.3619,6.7747,12.7795,13.5171,1.7915,1.7214,1.6274,1.7247,0.794,0.7623,0.637,1.0819,0.8392,0.7194,0.7257,0.6181,1.7434,1.542,1.3768,1.4576,1.6207,1.1584,0.4205,0.559,0.3063,0.2455,0.2832,1.0302,1.109,0.7844,1.4164,1.6737,0.0,1.3276,1.6888,4.197,3.9008,3.4444,2.5755,2.8546,4.2251,3.7588,2.9016,3.0811,4.0783,2.2663,3.4112,1.8648,3.1335,3.5499,2.3885,3.908,4.3577,5.6586,4.8983,4.8633,4.133,1.2333,0.6982,5.9422,3.2422,2.743,4.411,3.3499,3.193,3.6463,4.8354,4.946,2.1266,3.2179,3.4582,5.0297,4.3677,4.1772,4.6161,3.9969,3.074,3.9063,4.0989,3.1874,2.1834,6.212,6.7559,3.5037,4.2872,3.7047,3.951,4.7887,5.1333,5.548,5.3282,5.2299,5.5585,5.8891,6.1914,6.4389,7.0296,6.8334,7.2031,7.0306,7.3209,7.6003,7.7134,7.6982,8.0197,7.7255,6.4179,6.5266,7.7064,5.5421,3.5327,3.6203
HB611,7.0547,6.6824,6.7642,6.9145,5.9352,6.78,6.8912,4.5819,4.4955,4.4777,4.3352,4.0067,4.244,3.7953,3.8099,3.7125,5.988,3.7485,3.8903,3.6376,3.433,3.6662,3.4245,3.9293,3.4534,3.1691,4.7268,3.1928,2.976,4.324,6.0015,3.1736,3.191,2.7581,3.6057,3.1762,2.9792,2.9929,4.122,6.5064,3.7072,2.6142,2.7081,3.2841,2.4978,2.6827,2.626,3.3754,3.2287,2.7963,2.3892,2.6492,4.5342,2.3542,3.011,3.1726,2.5619,1.9911,2.0698,3.3818,1.9221,1.84,2.9765,2.3374,1.6334,2.1656,1.877,1.8665,1.6931,1.6136,2.022,3.7599,3.0494,1.7519,1.9524,2.0442,3.4033,3.4577,4.3308,4.3381,4.3637,2.963,2.4217,2.4898,2.8933,5.0029,3.2034,2.7653,4.9225,4.2825,2.7144,4.1769,3.0431,2.9304,5.157,4.5408,5.5108,4.8287,5.4433,3.238,4.6122,4.5315,3.4822,3.0464,4.5303,3.8984,4.3753,5.7925,4.0976,4.8244,4.2394,4.6799,5.7336,6.985,13.3059,14.2631,0.5947,0.4272,0.4875,0.4745,1.1254,1.3749,1.5267,0.6687,0.7184,0.7145,1.0866,1.2172,1.2548,1.027,0.8079,1.2734,0.7944,1.152,0.921,1.02,1.2403,1.2543,1.5179,0.4555,0.2602,0.5787,0.5126,0.4186,1.3276,0.0,0.5337,3.0103,2.9165,2.3661,1.3993,2.043,3.1927,2.679,2.7815,2.7588,3.6397,2.1423,2.6945,2.0646,2.3071,2.6713,2.0534,3.0157,3.2104,5.3637,4.0617,4.6599,3.8004,1.4505,1.4065,5.452,3.347,1.6032,3.2935,2.4942,2.465,2.8573,4.4032,4.2631,2.579,2.5415,2.4983,4.4235,4.1118,3.9628,4.2549,2.9731,1.9589,3.0997,2.9793,3.0616,1.7617,5.7128,6.2819,3.305,3.3938,2.7223,2.7806,4.0232,4.4101,4.9288,4.7631,4.7779,5.1549,5.3092,5.8807,5.8239,6.6267,6.502,6.6064,6.3689,6.8056,7.2064,7.1859,7.111,7.3788,7.0023,5.9902,6.0232,7.2274,5.3577,2.4168,2.5069
HB612,6.7839,6.42,6.5201,6.685,5.6574,6.6367,6.7894,4.2551,4.2229,4.1948,4.0576,3.6591,3.9966,3.488,3.5353,3.3708,6.0093,3.5378,3.6557,3.3857,3.1282,3.4752,3.1786,3.7963,3.2691,2.885,4.6903,2.9515,2.6751,4.268,6.0788,3.0232,3.0225,2.483,3.5594,3.0805,2.8357,2.8744,4.163,6.6513,3.7198,2.4595,2.535,3.2733,2.3507,2.5655,2.5575,3.3986,3.2674,2.7948,2.2836,2.6066,4.6655,2.3076,3.085,3.2407,2.5891,1.9369,2.0779,3.5752,2.0504,2.0265,3.245,2.6103,1.9396,2.5034,2.1833,2.189,2.0814,1.9877,2.4124,4.1211,3.4174,2.2149,2.384,2.4907,3.8223,3.8816,4.7315,4.7567,4.7841,3.4139,2.8976,2.9838,3.3675,5.4199,3.6669,3.2684,5.3512,4.7302,3.2257,4.6422,3.5457,3.4388,5.6056,4.9978,5.9496,5.2876,5.892,3.7571,5.094,5.0115,4.0023,3.5739,5.0266,4.4029,4.8775,6.2554,4.6074,5.3305,4.7654,5.2038,6.2569,7.4886,13.8339,14.7966,0.1092,0.2635,0.0614,0.1598,1.6397,1.8787,2.0037,0.702,0.8966,0.9789,1.223,1.3868,0.9106,0.7412,0.6062,1.075,0.4111,1.0864,1.269,1.4987,1.5191,1.6749,1.9224,0.66,0.7765,1.0452,0.3188,0.1772,1.6888,0.5337,0.0,2.5301,2.3854,1.8454,0.9026,1.5214,2.6677,2.1604,2.4187,2.3333,3.1637,1.8202,2.1782,1.8769,1.7803,2.1386,1.662,2.4821,2.7138,4.9018,3.5286,4.2267,3.3468,1.3833,1.5489,4.9513,3.0365,1.0928,2.7873,1.9634,1.95,2.3304,3.92,3.7406,2.4413,2.0343,1.965,3.91,3.6727,3.5371,3.7884,2.4462,1.4443,2.57,2.4724,2.6853,1.3651,5.2096,5.7807,2.8984,2.86,2.1906,2.2917,3.4938,3.8832,4.4115,4.2539,4.2879,4.6716,4.7956,5.4119,5.3044,6.1363,6.0257,6.0874,5.8436,6.2967,6.7158,6.6744,6.5922,6.8541,6.4718,5.4979,5.5183,6.7227,4.922,1.9058,1.9957
JC002,4.8623,4.5551,4.7302,4.9497,3.777,5.2993,5.633,2.2938,2.5512,2.4745,2.3938,1.6978,2.5083,1.8093,2.029,1.5266,5.5092,2.381,2.3312,2.0603,1.6049,2.4446,1.9728,2.9557,2.3538,1.6115,4.1068,1.8835,1.4363,3.6791,5.8369,2.3906,2.3001,1.5381,3.2106,2.6836,2.3323,2.4686,4.0516,6.6742,3.5924,2.1341,2.0718,3.1849,2.1368,2.3399,2.549,3.4169,3.3975,2.944,2.2954,2.6791,4.8662,2.5406,3.4278,3.5048,2.9526,2.4071,2.664,4.2667,3.0529,3.2226,4.3173,3.8661,3.5258,4.0135,3.6845,3.7389,3.8663,3.7553,4.1251,5.429,4.8552,4.2193,4.2463,4.3893,5.427,5.5025,6.1584,6.2696,6.304,5.2099,4.8643,5.0283,5.2783,6.8753,5.4978,5.34,6.873,6.3945,5.3493,6.408,5.5957,5.5305,7.2203,6.6955,7.4908,6.9783,7.4927,5.907,6.9298,6.8403,6.15,5.8071,6.9581,6.4174,6.8552,7.9223,6.6499,7.319,6.9444,7.3476,8.3707,9.3965,15.9353,17.0956,2.4386,2.5855,2.5905,2.5395,4.1328,4.3851,4.5288,3.1287,3.3649,3.4776,3.6073,3.7764,2.6909,2.7828,2.8681,3.0589,2.5955,3.2792,3.7835,4.0215,3.9853,4.203,4.4447,3.1726,3.2704,3.5689,2.781,2.5955,4.197,3.0103,2.5301,0.0,0.9548,0.8636,1.6279,1.7462,0.7824,0.6507,3.1843,2.7715,2.7907,3.0574,1.8227,3.5252,1.6005,1.3522,2.7007,1.2886,0.2905,4.2455,1.8946,3.955,3.1295,3.4685,3.8877,3.8368,3.8436,1.4543,0.4611,1.4614,1.8154,1.6145,3.2291,2.4712,4.0583,1.9376,1.1468,2.7864,3.4835,3.4949,3.3147,0.7956,1.1402,1.5824,0.3666,3.2656,2.6005,4.0237,4.5582,3.2079,1.3673,0.9944,0.2558,2.0852,2.455,3.1076,3.128,3.4297,3.8237,3.5003,4.6143,3.8329,5.0207,5.081,4.5532,4.1933,4.9164,5.5493,5.2277,5.0266,5.1537,4.6303,4.4239,4.2698,5.3743,4.503,0.7211,0.6531
JC003,5.7645,5.4713,5.6564,5.8815,4.6993,6.2539,6.5863,3.2282,3.5052,3.4274,3.3484,2.6453,3.4608,2.7627,2.9767,2.4814,6.41,3.3041,3.2707,2.9924,2.5421,3.3534,2.8857,3.8556,3.2409,2.5123,4.999,2.768,2.313,4.5627,6.7051,3.2276,3.1487,2.3569,4.0374,3.4917,3.1371,3.2629,4.8634,7.5082,4.3916,2.8746,2.8402,3.9569,2.8476,3.0789,3.2545,4.1774,4.1317,3.6446,2.9655,3.3765,5.637,3.1804,4.1127,4.2132,3.5987,2.959,3.2177,4.9029,3.5258,3.6515,4.8493,4.3209,3.8505,4.3925,4.0487,4.0897,4.1393,4.0291,4.4371,5.9228,5.2909,4.4175,4.5052,4.6382,5.8187,5.8897,6.6274,6.7104,6.7428,5.5229,5.0969,5.2283,5.5443,7.3452,5.8022,5.532,7.3193,6.7809,5.5147,6.754,5.8023,5.7151,7.6363,7.0729,7.9373,7.3619,7.917,6.0647,7.2524,7.1651,6.3113,5.9148,7.2378,6.6516,7.1118,8.325,6.8723,7.5744,7.0933,7.5198,8.5656,9.7041,16.1542,17.1756,2.3237,2.5326,2.4373,2.454,4.0188,4.2475,4.3426,2.8247,3.0678,3.2039,3.2272,3.3864,2.2114,2.3726,2.524,2.5676,2.295,2.8362,3.517,3.8523,3.6442,3.9616,4.1723,2.9394,3.1614,3.4068,2.5486,2.5073,3.9008,2.9165,2.3854,0.9548,0.0,0.6169,1.5741,1.0973,0.3607,0.4213,2.3262,1.8896,1.8372,2.3263,0.9181,2.8533,0.8528,0.4699,1.9761,0.3378,0.8299,3.3542,1.2326,3.0112,2.175,2.9563,3.4571,3.0444,2.9523,1.3551,0.7417,0.6474,0.9776,0.6739,2.317,1.6713,3.3312,1.0731,0.4431,1.9551,2.5305,2.5401,2.3771,0.1733,1.0144,0.6307,0.5919,2.3689,1.9609,3.2595,3.8192,2.2783,0.5573,0.1971,0.815,1.3153,1.7207,2.3544,2.3137,2.5562,2.9601,2.7588,3.7585,3.1737,4.2561,4.269,3.9383,3.628,4.2426,4.8095,4.586,4.4342,4.6295,4.1791,3.6345,3.5333,4.6957,3.5813,0.6732,0.6162
JC006,5.6883,5.369,5.531,5.7413,4.5868,6.0034,6.2953,3.0973,3.2861,3.2203,3.1204,2.4818,3.1872,2.5102,2.6867,2.2641,5.9854,2.9443,2.9479,2.6575,2.2323,2.969,2.5184,3.4503,2.8299,2.1398,4.5716,2.3661,1.9202,4.1289,6.2417,2.7675,2.7003,1.9092,3.5565,3.0046,2.6543,2.7705,4.3637,7.012,3.8872,2.3586,2.3409,3.4402,2.3171,2.5576,2.7137,3.652,3.5933,3.0962,2.4147,2.8303,5.1072,2.6148,3.5532,3.6624,3.03,2.3708,2.6269,4.3221,2.9181,3.0386,4.2455,3.7086,3.2336,3.7759,3.4319,3.4728,3.5246,3.4142,3.8209,5.3119,4.6758,3.8104,3.8921,4.0262,5.2018,5.2728,6.0135,6.0947,6.1271,4.9074,4.4872,4.6227,4.9321,6.731,5.1874,4.9281,6.7037,6.1639,4.9148,6.1378,5.1968,5.1126,7.0196,6.456,7.3215,6.745,7.3004,5.4671,6.6374,6.5499,5.7135,5.3263,6.6258,6.0438,6.5019,7.708,6.2662,6.965,6.4989,6.9218,7.9649,9.091,15.553,16.6021,1.7719,1.9643,1.9014,1.8945,3.4847,3.7235,3.8383,2.3631,2.6052,2.7309,2.812,2.9784,1.8519,1.9672,2.0805,2.2203,1.8239,2.4574,3.0432,3.3381,3.2099,3.4792,3.7058,2.4443,2.6188,2.8863,2.048,1.9496,3.4444,2.3661,1.8454,0.8636,0.6169,0.0,0.9843,0.8892,0.8307,0.3163,2.3738,1.9885,2.2211,2.1991,1.1152,2.6615,0.785,0.697,1.8435,0.8665,0.9377,3.8556,1.8494,3.4227,2.5357,2.6273,3.0747,3.6177,3.0529,0.7687,0.9688,0.7097,1.0375,1.0059,2.8063,2.2576,3.1967,1.1732,0.4115,2.5218,2.903,2.8721,2.8172,0.6216,0.4137,1.1068,0.6619,2.4881,1.7369,3.8426,4.4079,2.4804,1.1699,0.4655,0.6144,1.9175,2.3254,2.9479,2.884,3.0843,3.4916,3.3525,4.2891,3.7827,4.8341,4.8251,4.5509,4.2443,4.846,5.3943,5.1941,5.0481,5.2464,4.794,4.2053,4.1241,5.2971,4.0387,0.1612,0.2106
JC008,6.061,5.7104,5.8339,6.017,4.9342,6.0913,6.3043,3.4845,3.5258,3.4838,3.3566,2.8705,3.3406,2.7575,2.8512,2.5956,5.7301,2.9516,3.0283,2.7407,2.4118,2.9226,2.551,3.3242,2.7363,2.21,4.3453,2.3419,1.9835,3.904,5.8918,2.5599,2.529,1.8456,3.2399,2.7053,2.3965,2.4746,3.9635,6.5704,3.4912,2.0328,2.0691,3.0289,1.9486,2.1935,2.2706,3.2042,3.107,2.6004,1.9622,2.3592,4.6026,2.0859,2.9961,3.1316,2.462,1.7575,1.9817,3.6614,2.1565,2.2287,3.4781,2.8915,2.3386,2.9009,2.5563,2.5873,2.5951,2.487,2.9057,4.4882,3.8205,2.849,2.9514,3.0802,4.3113,4.3791,5.1628,5.2247,5.2556,3.9798,3.5319,3.6573,3.9854,5.8743,4.254,3.9596,5.8321,5.2621,3.9408,5.2165,4.231,4.1419,6.1282,5.5477,6.4459,5.8382,6.412,4.4907,5.7037,5.6173,4.7372,4.344,5.6764,5.0825,5.5457,6.8061,5.3013,6.0072,5.5199,5.9458,6.9917,8.1451,14.5803,15.6177,0.8141,0.9859,0.9628,0.9248,2.5244,2.7708,2.9048,1.5237,1.7522,1.857,2.0258,2.1959,1.2677,1.2708,1.2954,1.6023,1.0123,1.7569,2.1592,2.3984,2.3783,2.5753,2.8186,1.5473,1.657,1.945,1.1602,0.9807,2.5755,1.3993,0.9026,1.6279,1.5741,0.9843,0.0,1.0308,1.8149,1.2898,2.4096,2.1626,2.7623,1.9789,1.6435,2.2693,1.1978,1.4407,1.6847,1.7415,1.8138,4.4978,2.7823,3.9284,3.0165,2.0003,2.3291,4.403,3.0981,0.219,1.8942,1.3128,1.4463,1.7003,3.4632,3.0988,2.8527,1.5701,1.2028,3.3187,3.3748,3.285,3.3969,1.6041,0.5708,1.8992,1.5801,2.6188,1.4434,4.6468,5.2197,2.7357,2.0977,1.3906,1.3893,2.8008,3.2057,3.7897,3.6777,3.7952,4.1973,4.1889,4.9764,4.6599,5.6153,5.5566,5.4391,5.1583,5.6971,6.1883,6.0602,5.9417,6.1674,5.7411,4.9765,4.9439,6.139,4.599,1.0199,1.1098
